sentiment,Tweet
Negative,What the? Why is this a thing? It literally punishes you for going on any killstreak? Can we back to placating competitive players? Anyone think this is a good perk?
Negative,What the? Wow Why is this all a thing? Can It literally punishes you both for going on a killstreak? Are finally we back to placating bad players? Do Anyone even think this is just a good perk?
Negative,<unk> the? hell is this recent release? It literally punishes you after going on a killstreak? Are we back to placating bad players? Anyone think there is a good perk?
Negative,They called it the Cold War because guns stayed cold. Also it was nowhere near Reagan’s terms. What the fuck?
Negative,"They called it the Cold War because the weapons remained cold, and it was nowhere near the conditions of Reagan. What the hell?"
Negative,They called it the Cold War because the guns remained cold.
Negative,They called it the White War because guns stayed cold. Also it was nowhere near Reagan’s terms. What by fuck?
Negative,They called it the Cold War Zone because guns stayed cold. Also named it that was nowhere near Reagan ’ s exact terms. What of the fuck?
Negative,They dubbed it the Cold War because guns stayed out. Also it was nowhere near Reagan’s terms. What the fucking?
Negative,I tried the new auto-sprint in  
Negative,I tried the new auto sprint in
Negative,I tried a new car sprint in
Negative,I tried the new micro-sprint in
Negative,I tried the new electronic auto - sprint in
Negative,I tried the single auto-sprint in
Negative,Favourite gun on MW  
Negative,Favorite MW Gun
Negative,Favorite MB pistol
Negative,Favourite gun on SA
Negative,Favourite gun on 170 MW
Negative,a gun on MW
Negative,Still iffy about this
Negative,Still undecided
Negative,"Nevertheless, there are skeptics."
Negative,Still iffy about Europe
Negative,with Still iffy about this
Negative,Still iffy about how
Negative,Instead of promoting fix ur servers
Negative,Instead of promoting fix-ur servers
Negative,Instead of promoting fixed servers
Negative,Instead of just fix ur servers
Negative,Instead this of promoting fix ur servers
Negative,Instead of reboot fix ur servers
Negative,This may be a Unpopular Opinion. . @CallofDuty Black Ops Cold War is garbage. . .  
Negative,That may be an unpopular opinion... @ CallofDuty Black Ops Cold War is garbage...
Negative,This may be an unpopular opinion... @ CfDuty Black Ops The Cold War is an obsession...
Negative,This may be a Unpopular Opinion...) Black Ops of War is garbage...
Negative,For This article may be a Unpopular Research Opinion.. The @CallofDuty Black Ops Cold War research is garbage...
Negative,X may be the Unpopular Movie.. @CallofDuty Black Ops Cold War is garbage...
Negative,Ima b honest ... I’m not buying that shit. I like the realistic shit .
Negative,Ima b honestly... I don't buy this shit. I like the realistic shit.
Negative,Ima b honest... I'm not buying that shit. I like the realistic shit.
Negative,Ima totally honest... I’m not buying that shit. I like the realistic shit...
Negative,Ima b honest... I ’ m not buying in that shit. I probably like it the literal realistic shit.
Negative,Ima b honest... im really buying this shit. I like the realistic shit.
Negative,this is brutal
Negative,this is brutal
Negative,this is ugly
Negative,If this is brutal
Negative,place is brutal
Negative,It looks like Call of Duty: Black Ops Cold War has been leaked by a Doritos advertising campaign dlvr.it/RcQwY4 https://t.co/Mo0oIFkdBT
Negative,It looks like Call of Duty: Black Ops Cold War was leaked from a Doritos advertising campaign dlvr.it / RcQwY4 https: / / t.co / Mo0oIFkdBT
Negative,Call of Duty: Black Ops Cold War appears to have been leaked thanks to an advertising campaign by Doritos dr.it / RcQwY4.
Negative,It looks like Church of Duty: Black Ops Cold War can been leaked by leaked Doritos advertising campaign dlvr.it/RcQwY4 https://t.co/Mo0oIFkdBT]
Negative,2 It looks like... Call of Double Duty : Black Ops in Cold Gulf War has been recently leaked by a Doritos Patch advertising online campaign dlvr. it / RcQwY4 https://t.co/Mo0oIFkdBT ]
Negative,It feels like Call of Duty: Black Sunday 2: Rain has officially leaked by Korean Doritos advertising campaign dlvr.it/RcQwY4 https://t.co/Mo0oIFkdBT]
Negative,"A day later and revisiting this it just seems kinda crap, im all for scorestreaks but not like this"
Negative,"A day later and if you look at it again, it just kind of looks shitty, all for shots on goal, but it's not like that."
Negative,"A day later and revising this it just seems kinda crap, im all for scorebreaks but not like this"
Negative,"A day later and writing this it just seems kinda jarring, im all for scorestreaks but not like this"
Negative,"A one day pass later and not revisiting this it just seems kinda crap, im all for scorestreaks anymore but not like this"
Negative,"full day later and watching this it just seems kinda crap, im all for scorestreaks but shit like this"
Negative,"Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy,"
Negative,"Watching @BlackOpsColdWar PC gameplay and all I see is the hackers that are sitting there in their dirty blown out chairs like... ""soon"" pic.twitter.com/GaGtaKpXTh"
Negative,"When I watch the PC gameplay of @ BlackOpsColdWar and all I see are the hackers sitting there in their dirty blown-out chairs like... ""soon"" pic.twitter.com / GaGtaKpXTh"
Negative,"Watching the @ BlackOpsColdWar PC game and all I see are people sitting in dirty inflated chairs like... ""soon"" pic.wikipedia.org / GaGtaKpXTh"
Negative,"Watching RhandlerR PC gameplay and all I see is the hackers that are sitting there in their dirty blown out chairs like... ""soon"" pic.twitter.com/GaGtaKpXTh"
Negative,"I Watching RhandlerR PC gameplay and all I see is the hackers that are sitting there in their dirty blown out chairs like... ""soon"" pic.twitter.com/GaGtaKpXTh"
Negative,Looks like we doing good . 
Negative,Looks like we're doing good.
Negative,We seem to be doing good.
Negative,Looks and we doing good.
Negative,Looks like we re doing good.
Negative,Looks like we felt good.
Negative,Black ops Cold War zombies is fucking hype!!!!!!
Negative,Cold War Black Ops zombies are a damn hype!!!!!!
Negative,Cold War zombie black ops are fucking hams!!!!!!
Negative,Black market Cold War zombies is fucking hype!!!!!!
Negative,Black ops Cold Nuclear War zombies it is fucking fucking hype!!!!!!
Negative,Black ops Cold War zombies you fucking hype!!!!!!
Negative,Is anyone else having troubles logging into  
Negative,Does anyone else have trouble logging in?
Negative,Does anyone else have the option of logging in?
Negative,Is anyone else having success logging into
Negative,s Is anyone else having troubles logging into
Negative,Is anyone else having troubles logging their
Negative,I used to love Black Ops but after Modern Warfare this Cold War shit ain’t for me
Negative,"I used to love Black Ops, but after Modern Warfare this Cold War is not for me"
Negative,"I loved Black Ops, but after Modern Warfare this Cold War shit is not for me"
Negative,I used to dig Black Ops but after Modern Warfare The Cold War shit ain’t for me
Negative,I used to actually love Black Ops but after doing Modern Warfare this Cold Economic War shit ain got ’ t for me
Negative,I used to understand Black Ops but after Class Warfare III Cold War shit ain’t for me
Negative,.  worst mastery camo to date
Negative,Worst domination of all time
Negative,The worst macamos to date.
Negative,. <unk> mastery camo to date
Negative,. My worst mastery camo to date
Negative,. the mastery camo to date
Negative,Cod Black Ops Cold War. Sorry but the mechanics on the game are really shite. It feels like I’m playing a really old game.. 🤣. 🤦. ‍. 
Negative,"Cod Black Ops Cold War. Sorry, but the mechanics of the game is really crazy. It feels like I'm playing a really old game."
Negative,"Black Ops Cold War cod. Sorry, but the mechanics of the game are really sewn up. It feels like I'm playing a really old game."
Negative,Cod Black Ops Cold War. Sorry but the mechanics on This game are really shite. It feels like a playing a wicked old game.. 🤣. Like. ‍.
Negative,Cod Black Ops Cold War. 2013 Sorry but the mechanics on play the game are really pretty shite. It feels like I will ’ 3 m playing myself a really old game.. The [UNK]. [UNK]..
Negative,Cod Evil Ops Cold Case. Sorry but the mechanics on the game are really stupid. It seemed like people playing a really old time.. <unk>. <unk>..
Negative,It literally just looks like all those shitty richtofen edits people have been  making
Negative,It literally looks like all these shitty straightening furnace edits were made by people
Negative,"Literally, it seems like all these crap things that people do."
Negative,It literally just looks like all those shitty richtofen edits people always been  making
Negative,It all literally just looks something like all those shitty richtofen edits people have already been making
Negative,It literally just looks out all with shitty richtofen edits people have been making
Negative,OH MY GODDD . 
Negative,OH MY GOD.
Negative,Oh MY GOD.
Negative,Just OH MY GODDD.
Negative,OH MY LORD.
Negative,@CallofDuty @ATVIAssist apparently for some I cant seem to play   
Negative,@ CallofDuty @ ATVIAssist apparently for some I can't seem to play
Negative,@ CfDuty @ ATVIAssist apparently for someone I can't seem to play with
Negative,@CallofDuty @ATVIAssist apparently for some purpose cant seem to play
Negative,As @CallofDuty @ATVIAssist apparently for some I cant seem up to really play
Negative,@CallofDuty @ATVIAssist apparently for some I cant do a play
Negative,Fuck. This.
Negative,Fuck. This.
Negative,Fuck. That.
Negative,... Fuck. This.
Negative,Fuck.<unk>.
